	header	desc	author	date
904	For Better Or Worse, These Are The Stocks Hedge Funds Bought And Sold In Q1 2022	General Q1 trends In its most recent Hedge Fund Trend Monitor, Goldman Sachs analysts reported that hedge funds are now less tilted toward information technology and consumer discretionary than they have been at any other time in the last decade.	Jacob Wolinsky	May 27, 2022
905	Dow Surges Over 500 Points, Market Rebound Continues As Stocks Snap Seven Week Losing Streak	Stocks had their best week since November 2020 with the S&P 500 rising over 6%.	Sergei Klebnikov	May 27, 2022
906	Good News For Markets As Fed’s Preferred Inflation Metric May Have Peaked	Today’s PCE inflation number for April was relatively good news for markets. The Fed watches this metric closely, and it's possible that March 2022 was peak U.S. inflation.	Simon Moore	May 27, 2022
907	Biden Administration Continues To Increase Student Loan Confusion	With so many programs and changes happening with student loans, many borrowers are feeling confused and uncertain of the future.	Robert Farrington	May 27, 2022
908	Wallace Weitz Buys Gartner, Boosts 2 Top Holdings	Guru's firm releases 1st-quarter portfolio	GuruFocus	May 27, 2022
909	Costco Wholesale Rebounds On Earnings But Fails At Its Annual Pivot	Costco traded as low as $406.51 on May 20 then rebounded to $474.88 on Friday, May 27, but could not hold its annual pivot at $471.70. Here's how to trade the stock now.	Richard Henry Suttmeier	May 27, 2022
910	First Quarter Retail Earnings Fail a Predictable ‘Shock’	Earnings reports from the nation’s largest retailers for the first quarter recently spooked Wall Street into a broad collapse.	Greg Petro	May 27, 2022
911	Broadcom Is Buying VMWare For $61 Billion	The deal would see shareholders receiving cash consideration of $142.50 per share or a swap of 0.252 Broadcom stock per VMWare share.	Q.ai - Powering a Personal Wealth Movement	May 27, 2022
912	Hot Off The Grill! Why Your Retirement Sizzles Like A Juicy Hamburger	As you munch on typical summertime fare, considering how that burger you’re taking a bite out of has a lot in common with your retirement might just reveal more about your retirement than you expected.	Chris Carosa	May 27, 2022
913	White House Denies Report Of $10,000 Of Student Loan Forgiveness: ‘No Decisions Have Been Made Yet’	The White House has denied a report that President Joe Biden will enact $10,000 of student loan cancellation.	Zack Friedman	May 27, 2022
914	Pinduoduo Beats Estimates, Hong Kong Cheers Internet Earnings, Week In Review	Asian equities were mostly higher overnight as Hong Kong outperformed, led by internet stocks following the strong performance in US-listed China internet stocks yesterday.	Brendan Ahern	May 27, 2022
915	Looking Forward And Remembering	Earnings season is coming to an end. Markets will now turn their attention to a slew of upcoming economic data.	JJ Kinahan	May 27, 2022
916	Western Digital Stock Has Outperformed The S&P Since 2018 Despite A Drop In Sales	Western Digital (NASDAQ: WDC) stock price rose 1.65x from $37 in 2018 end to around $60 currently, primarily due to favorable changes in its P/S multiple.	Trefis Team	May 27, 2022
917	Will Las Vegas Sands Stock Climb The Ladder Again?	Penn’s sports betting application Barstool is also gaining popularity in the U.S. Given the low intensity of competitive rivalry faced by Las Vegas Sands, Trefis believes that it is a better pick to realize long-term gains.	Trefis Team	May 27, 2022
918	Fintech Startups: Don’t Build A House Of Cards During A Market In Flux	A key topic in fintech today is valuations and funding. Growth at all costs may have been rewarded in the go-go days of 2021. What should fintech (and all) startups do now? My take is startups should be camels.	Alex Lazarow	May 27, 2022
919	Biden Reportedly Nears Decision On Widespread Student Loan Cancellation — Here’s Where Things Stand	President Biden appears to be nearing a final decision on mass student loan forgiveness.	Adam S. Minsky	May 27, 2022
920	American Express Stock Topped The Street Expectations In Q1, Is It Fairly Priced?	The credit card giant topped the consensus estimates of revenues and earnings in the first quarter.	Trefis Team	May 27, 2022
921	Broadcom Bags VMware In A $61 Billion Software Bet	Broadcom lines up its latest mega-deal, Advent International closes private equity's latest mega-fund and more from the day in deals.	Kevin Dowd	May 27, 2022
922	High-Flying Cannabis Industry Faces Big Tax Problems	If you invest in stocks, or in a business of your own, better pay attention to some bad federal tax implications.	Erik Sherman	May 27, 2022
923	Kraft Heinz A Top Socially Responsible Dividend Stock With 4.3% Yield	Kraft Heinz has been named a Top Socially Responsible Dividend Stock by Dividend Channel, signifying a stock with above-average ''DividendRank'' statistics including a strong 4.3% yield	Dividend Channel	May 27, 2022
924	Is CSX Stock A Good Buy At $31?	The current high inflationary environment, rising interest rates, and recession fears have weighed on railroad stocks.	Trefis Team	May 27, 2022
925	What’s Happening With Li Auto Stock?	For perspective, Li Auto has guided deliveries of between 21,000 and 24,000 vehicles for Q2, marking a decline of over 20% from Q1 levels, due to Covid-19 related disruptions.	Trefis Team	May 27, 2022
926	What Makes DexCom Stock A Better Pick Over This Insulin Pump Maker?	We believe that this gap in the valuation of these two companies does not make sense, given that DexCom has demonstrated better revenue growth and profitability than Insulet.	Trefis Team	May 27, 2022
927	Stocks This Week: Sell Short Apple And PNC	The decline is likely to resume in the coming week. Here are short sale candidates.	Bill Sarubbi	May 27, 2022
928	Korean App Builder ProtoPie Raises $8 Million For North America Expansion	The funding round was led by leading Korean VC firm LB Investment, whose other investments include Kakao Games, online grocery startup Kurly and Goldman Sachs-backed proptech startup ZigBang.	Jayde Cheung	May 27, 2022
929	Alibaba Shares Jump As Chinese E-Commerce Giant Posts Record Transactions	Alibaba’s stock jumped in Hong Kong after the Chinese e-commerce giant reported record transactions on its digital platform even as the resurgence of Covid-19 infections battered the world’s second-largest economy.	Jonathan Burgos	May 27, 2022
930	First UPEPA Order Issued In Project Veritas Case	The U.S. District Court for the Western District of Washington has entered an order sustaining a UPEPA special motion to strike in the Project Veritas v. Stanford University case.	Jay Adkisson	May 27, 2022
931	Two Downer Notes For Popular Investments	Sometimes the hype that passes for sage advice crashes but hard.	Erik Sherman	May 26, 2022
932	When Is It Time For Aging Parents To Give Up Driving?	It is hard for most older people to accept that they must eventually give up driving. If your aging parent is stubborn about the idea, see what options you have.	Carolyn Rosenblatt	May 26, 2022
933	This Week In Credit Card News: Mobile Payment Users More Likely To Overspend; Apple Rolls Out Tap-To-Pay	What took place this week in the credit card and payment industries	Bill Hardekopf	May 26, 2022
934	Update: BRC, May 26	Shares of Brady Corporation (BRC) gained more than 5% today following the release of the company’s better-than-expected fiscal 2022 Q3 results this morning. Specifically, despite pressure from unfavorable currency translation, which cut 3.0% from the top line, net sales grew 14.6% from the [...]	Taesik Yoon	May 26, 2022
935	Supplementary Review: DXC Technology (DXC), May 26, 2022	Hurt by unfavorable currency translation and a 2.8% decline in organic revenues, total fiscal 2022 Q4 revenues fell 8.6% from the prior year to $4.01 billion. Global Business Services (GBS) segment revenues were down 5.4% to $1.89 billion, while Global Infrastructure Services (GIS) revenues [...]	Taesik Yoon	May 26, 2022
936	Why Are Bonds Down?	"Many have considered bonds to be the ""safe"" investment option, but is that always true?"	Rick Miller	May 26, 2022
937	Five Big Reasons That Airlines Fail	Many airlines have failed, and the reasons are surprisingly common among them.	Ben Baldanza	May 26, 2022
938	Why Investors Should Avoid Betting on This Casino Stock	Caesars Entertainment (CZR) just made onto a list of 25 stocks that have historically underperformed in June.	Schaeffer's Investment Research	May 26, 2022
939	Dow Jumps 500 Points, Market Rebounds As Strong Earnings Alleviate ‘Dire Recession Headlines’	Markets are set to rebound from a seven-week losing streak after strong earnings results.	Sergei Klebnikov	May 26, 2022
940	4 Expert Inflation Protection Strategies To Implement Now	Your portfolio doesn't need to be another victim of inflation. Here are 4 expert strategies you can implement now that will protect your portfolio from inflation.	Jeff Rose	May 26, 2022
941	It’s A Contra Machina – Yes, The Machine Is Running in Reverse	Latin for the machine in reverse, contra machina, sums up our current dilemma. Wake up, we believe its contra machina, the machine is running in reverse and it’s not a pretty picture for risk assets.	Bob Haber	May 26, 2022
942	25 Stocks Former Wall Street Investment Manager Peter Lynch Would Like	Here are stocks that pass a screen based on the strategy used by the fund manager Peter Lynch. His approach capitalizes on the distinct advantage individual investors have over Wall Street and large money managers.	Charles Rotblut	May 26, 2022
943	Homebuilder Stocks Are Rebounding, Here’s How To Trade Them Now	These five homebuilders held their 200-week simple moving averages over the last three weeks. Here's a trading strategy for the stocks now.	Richard Henry Suttmeier	May 26, 2022
944	Learning Not To Repeat Today’s Bad Numbers For Stocks, Inflation, And Covid	The recent bad numbers for stocks, inflation, and Covid, about which I sounded alarms two years ago, stem from the psychology which leads people to underestimate risks. People who underestimate risks tend to find themselves surprised and disappointed by the unfavorable outcomes that follow.	Hersh Shefrin	May 26, 2022
945	The Government’s Era Of (Nearly) Free Money Is Over, At Least For Now	The Congressional Budget Office forecasts a hair-raising increase in federal borrowing costs over the next decade. CBO estimates that net interest as a share of Gross Domestic Product (GDP) will roughly double over the next decade—from 1.6 percent to a decidedly uncomfortable 3.3 percent.	Howard Gleckman	May 26, 2022
946	Courts Are Not A Weapon: How Corporations Like Chevron Use The Law To Get Their Way	Steven Donziger's story should be a cautionary tale for shareholders who think that corporate money should be focused on fulfilling a company’s mission, not prosecuting those who may challenge it.	Morgan Simon	May 26, 2022
947	Compared To Gas-Powered, Electric Vehicles Cut Greenhouse Emissions Over 30%	While EVs reduce greenhouse gas emissions, they are more expensive to buy and there aren't enough charging stations.	Peter Cohan	May 26, 2022
948	20 Stocks Experts Say Will Help Investors Beat A Bear Market	Analysts are still seeing opportunities in the consumer, healthcare and energy sectors.	Sergei Klebnikov	May 26, 2022
949	Broadcom Reports After The Close On 6/2 -- Options Contracts Expire The Next Day	According to NextEarningsDate.com, the Broadcom﻿AVGO﻿ AVGO next earnings date is projected to be 6/2 after the close, with earnings estimates of $8.70/share on $7.90 Billion of revenue.	Dividend Channel	May 26, 2022
950	The Battle Of Assumptions In Facebook's U.S. Tax Court Case	Recent testimony in the Tax Court's Facebook v. Commissioner trial highlighted a problem with the U.S. cost-sharing regulations, which establish valuation rules for a kind of related-party intangible property transfer that has long been popular among U.S. tech giants.	Ryan Finley	May 26, 2022
951	Bribery Scandal To Cost Glencore $1.1 Billion, While Billionaire Execs Avoid Blame—For Now	Commodities trading giant Glencore International has admitted to a decade-long scheme of bribery and market manipulation and will pay $1.1 billion in criminal fines, while its cadre of billionaire traders go free.	Christopher Helman	May 26, 2022
952	Student Loan Forgiveness Is Expanded, But Not For These Borrowers — Will They Be Left Out Of Broad Cancellation, Too?	Several cohorts of borrowers continue to be excluded from new student loan forgiveness expansions. And as President Biden reportedly considers an even broader student loan cancellation initiative, many may be wondering if they will be left out yet again.	Adam S. Minsky	May 26, 2022
953	More Room For Growth In Pioneer Energy Stock?	Given the heightened crude oil & natural gas demand, the company’s superior cash generation capability is assisting enhanced shareholder returns and strengthening the balance sheet.	Trefis Team	May 26, 2022
954	Pending Home Sales Plunge To Lowest Level In Nearly A Decade—Worst Could Be Yet To Come	Declining sales won’t “break the overall economy” and may not curb prices anytime soon, but home builders, materials suppliers and some retailers “are going to suffer,” says one expert.	Jonathan Ponciano	May 26, 2022
955	Texas Is Now Home To More Fortune 500 Companies Than Any Other State, And I’m Not Surprised	Texas now leads the nation in the number of Fortune 500 companies that are headquartered in the state, it was revealed this week. As many as 53 highly profitable businesses choose to hang their hat in the Lone Star State, beating New York and California.	Frank Holmes	May 26, 2022
956	Costco Stock To Trade Higher Past FQ3 Results?	Costco (NASDAQ: COST) is scheduled to report its fiscal third-quarter results on Thursday, May 26.	Trefis Team	May 26, 2022
957	New CBO Report Underscores The Need For A Deficit-Reducing Reconciliation Bill	By 2030, CBO estimates the federal government will spend more than $1 trillion each year servicing our national debt. Democrats can make a down payment on solving the problem while advancing progressive priorities.	Ben Ritz	May 26, 2022
958	Earnings Miss In The Cards For American Eagle Stock?	American Eagle Outfitters (NYSE: AEO), which sells men’s and women’s apparel and accessories under the American Eagle, Tailgate, Todd Snyder, and Aerie brands, is scheduled to report its fiscal first-quarter results on Thursday, May 26.	Trefis Team	May 26, 2022
959	Alibaba & Baidu Beat!	Asian equities were mixed overnight as Indonesia, like many European markets, was closed for Ascension Day.	Brendan Ahern	May 26, 2022
960	Earnings Preview: What To Expect From Zscaler On Thursday	Earnings Preview: What To Expect From Zscaler On Thursday. Here's a closer look.	Adam Sarhan	May 26, 2022
961	Parfait’s A.I. Wigs Take Aim At $11 Billion Market By Igniting Cultural Capital	Parfait has positioned itself to be a leading player in the tech and hair sectors, by bringing together the love of wigs and racial integrity through its A.I. wig customization platform taking aim at $11 Billion market.	Kori Hale	May 26, 2022
962	How To Figure Out What To Leave To Heirs	What to do when some of your offspring seem more deserving than others?	Larry Light	May 26, 2022
963	What To Expect From Gap’s Stock After Q1?	Gap Inc. stock (NYSE: GPS), a specialty retailer selling casual apparel, accessories, and personal care products for men, women, and children under the Gap, Old Navy, and Banana Republic brands, is scheduled to report its fiscal first-quarter results on Thursday, May 26.	Trefis Team	May 26, 2022
964	Spring Cleaned	After a rough Spring, have markets finally stabilized?	JJ Kinahan	May 26, 2022
965	Data Centers Are Dinosaurs: Equinix & Digital Realty Trust	Bulls have long argued that data center operators, given their ties to data usage and the internet, deserve premium valuations. We disagree.	David Trainer	May 26, 2022
966	Biden Could Cancel Student Loan Debt This Saturday	Your student loans could get canceled sooner than you think.	Zack Friedman	May 26, 2022
967	‘More Systemic Risk’—The Stablecoin Fallout Could Be Just Starting As The Price Of Bitcoin, Ethereum, Terra’s Luna, Solana, Cardano, XRP Sink	Wall Street points to more systemic risk in crypto markets, which suggests the fallout from the TerraUSD-Luna debacle may not be over. Meanwhile, the price of bitcoin, ethereum, terra’s luna, solana, cardano, XRP sink.	Dan Runkevicius	May 26, 2022
968	MetLife Stock Lost Almost 2% In One Week, Is It A Buy?	MetLife stock (NYSE: MET) has lost 1.7% in the last week, outperforming the S&P 500 (down 3.5%).	Trefis Team	May 26, 2022
969	AT&T Stock Has Outperformed In 2022. Still A Good Buy?	The total returns would be stronger if we account for the Discovery common stock that shareholders received following the spin-off of AT&T’s WarnerMedia operations.	Trefis Team	May 26, 2022
970	What’s Happening With Xpeng Stock?	Xpeng’s stock (NYSE: XPEV) published its Q1 2022 results on Tuesday, reporting a narrower than expected loss, although guidance for Q2 fell short of estimates.	Trefis Team	May 26, 2022
971	Supreme Court Boechler Decision Cuts Some Slack In Tax Court Deadline	Lew Taishoff reacts - Judge Albert G (“Scholar Al”) Lauber can expect a bushel basketful of cases from rounders, defiers, protesters, wits, wags, and wiseacres, all playing the Boechler gambit, with variations.	Peter J Reilly	May 26, 2022
972	The Collison Brothers Built Stripe Into A $95 Billion Unicorn With Eye-Popping Financials. Inside Their Plan To Stay On Top	Billionaire brothers John and Patrick Collison built Stripe into one of the world’s most-hyped, highest valued — and profitable! — startups, worth some $95 billion. Now they must stave off going from disruptor to disrupted.	Alex Konrad	May 26, 2022
973	Blockchain-Powered Climate Tech Startup Raises $6 Million In Funding Led By Nomura	Hong Kong-based climate tech startup Allinfra has raised $6 million in Series A funding led by Japan’s biggest brokerage firm.	Jayde Cheung	May 26, 2022
974	Top Five Tips For Retirement	Retirement is one of those things in life that we spent a large amount of time, sometimes even your entire life, preparing for and working toward.	Andrew Rosen	May 26, 2022
975	Is Apple Stock A Buy At $140?	Even Apple stock, which has always been considered a safe haven of sorts, hasn’t really been immune to the sell-off, declining by about 23% year-to-date as investors worry about the impact of the Covid-19 lockdowns in China, which could hurt supply for the company and also due to concerns that th...	Trefis Team	May 26, 2022
976	China’s ‘Zero Covid’ Mess + Ukraine Crisis = Global Recession	These two giant headwinds have the International Institute of Finance warning investors not to downplay “elevated global recession risk” that’s intensifying by the day.	William Pesek	May 26, 2022
977	Mining Billionaire Robert Friedland’s Ivanhoe Electric Seeks Dual Listing In New York, Toronto	Billionaire Robert Friedland plans to list his Ivanhoe Electric Inc. in New York and Toronto as the mining tycoon aims to bankroll the development copper mines in the U.S. that will supply raw materials needed to build batteries for electric cars as well as large-scale energy storage facilities.	Jonathan Burgos	May 25, 2022
978	Alibaba-Backed ZTO Says Covid Disrupted China Express Deliveries In April; 1st Qtr Profit Rose	"Covid prevention ""will become part of a daily norm"""	Russell Flannery	May 25, 2022
979	These 4 Energy Stocks Just Keep Hitting New Highs	While the formerly hot components of NASDAQ-100 and the formerly hot major cryptocurrency continue to trend downward, one big stock sector can’t stop going up in price.	John Navin	May 25, 2022
980	Meet The Fintech Founders And Startup Investors On The 2022 30 Under 30 Asia List	From facilitating cross-border payments to investing in tech startups, this year's 30 Under 30 Asia listees in Finance and Venture Capital category are making their mark.	John Kang	May 25, 2022
981	The 30 Under 30 Asia 2022 Entrepreneurs Transforming The Booming Logistics Industry	This year's Forbes 30 Under 30 Asia honorees in the Industry, Manufacturing & Energy category are using technology to improve various industries, including the logistics and supply chain sector.	John Kang	May 25, 2022
982	The Great Gold/Bitcoin Debate – Act Three	The process we have developed for Bitcoin stands on three legs – Market share, correlation statistics, and fundamental models. We view all three in aggregate and so should you as we wait to see when Bitcoin matures (or doesn't).	Bob Haber	May 25, 2022
983	Innovative Crypto Stablecoins- Still At Infancy And Experiencing Growing Pains	Recent monetary policy tightening have triggered steep declines in many financial markets, including crypto assets which have lost almost $1 trillion in market capitalization in just one week.	Roomy Khan	May 25, 2022
984	Fed Sees Asset Prices As Elevated, Expects To Raise Rates Further	Minutes from the Fed's May meeting highlights real concerns on inflation, including the risk inflation could rise further.	Simon Moore	May 25, 2022
985	Update: PLAB, May 25	Photronics (PLAB) reported excellent fiscal 2022 Q2 results this morning. Indeed, driven by strong end-market demand and higher pricing across both mainstream and high-end IC products, fiscal 2022 Q2 revenue climbed 28.0% from the prior year to $204.5 million. Not only did this well exceed [...]	Taesik Yoon	May 25, 2022
986	Retail Stocks Rebound But ‘Feast-Or-Famine Environment’ May Persist Amid Shift In Consumer Spending, Experts Warn	Retailers have seen a big selloff in recent weeks as several major companies reported that profits took a hit from inflationary pressures.	Sergei Klebnikov	May 25, 2022
987	IRS Updates “Where’s My Refund” Tool	The IRS announced today that it has provided a much requested update to their “Where’s My Refund?”	Amber Gray-Fenner	May 25, 2022
988	Stocks Rally After Fed Minutes Show Central Bank Will Continue To Raise Rates Aggressively	The Fed signaled that it would be prepared to be even more aggressive about hiking rates.	Sergei Klebnikov	May 25, 2022
989	Biden’s New Student Loan Forgiveness Changes May Wind Up Costing Some Borrowers	The Biden administration is in the process of implementing significant new federal student loan forgiveness initiatives. But depending on the specific program and the exact timing of that loan forgiveness, some borrowers may wind up getting hit with a surprise penalty: extra taxes.	Adam S. Minsky	May 25, 2022
990	Daily Dividend Report: Campbell Soup, Band Of Montreal, Royal Gold, Merck, Digital Realty	Daily Dividend Report: Campbell Soup, Band Of Montreal, Royal Gold, Merck, Digital Realty	Dividend Channel	May 25, 2022
991	JPMorgan Says Bitcoin Is Undervalued By 28%, Cryptocurrencies Are Now A ‘Preferred Alternative Asset’	Despite the crypto slump, banking giant JPMorgan says bitcoin is massively undervalued.	Nina Bambysheva	May 25, 2022
992	How Recessions Impact Investors	Despite the hype, stock market declines make poor indicators of potential recessions.	Q.ai - Powering a Personal Wealth Movement	May 25, 2022
993	Hong Kong Cheers NetEase & Kuaishou Results	Asian equities were largely higher as China outperformed while Japan, India, and Indonesia were off slightly.	Brendan Ahern	May 25, 2022
994	Estate Planning During A Bear Market	In April of 2022, the stock market officially entered Bear Market territory, but this is an opportunity to leverage the down market into some long-term estate planning.	Matthew Erskine	May 25, 2022
995	After Dismal Performance Last Month, L’Oreal Stock Looks Set To Rebound	L’Oreal stock (OTCMKTS: LRLCY) is down 14% in the past month (21 trading days), underperforming the S&P 500 which was down 8.5%.	Trefis Team	May 25, 2022
996	Chicago RIA Cresset To Form $27 Billion Multi-Family Office By Merging With Minnesota’s Meristem Family Wealth	The deal will give Cresset ownership of Meristem’s South Dakota trust subsidiary to help its wealthy clientele protect their assets.	Hank Tucker	May 25, 2022
997	Can PVH Stock Rebound After Falling 15% In A Month?	PVH Corp’s stock (NYSE: PVH), formerly known as Phillips-Van Heusen Corporation, owns brands such as Van Heusen, Tommy Hilfiger, and Calvin Klein.	Trefis Team	May 25, 2022
998	The Business Case For Nurturing Mental Health Awareness In And Outside Of The Workplace	Mental Health awareness month was created to fight the stigma, educate the public and advocate for policies that support those with mental illness. An argument can be made that at no time has the need been greater than now to bring awareness—both in and outside of the workplace—to mental health.	Ron Carson	May 25, 2022
999	Ethereum Scaling Company StarkWare Quadruples Valuation To $8 Billion Amid Bear Market	The Tel Aviv, Israel-based firm has raised a $100 million Series D financing round.	Nina Bambysheva	May 25, 2022
1000	Shifting Conservative Attitudes Toward Cannabis Reflected In New Efforts By The Congressional Cannabis Caucus	Some bipartisan bills on cannabis have already passed both chambers.	Lewis Koski	May 25, 2022
1001	DeSantis Delivers An Estate Tax Savings Gift For Floridians	On May 10th, Governor Ron DeSantis signed a new trust law into effect that includes a provision which will make certain Spousal Limited Access Trusts (“SLATs”) more attractive to Florida residents who form them in the future by allowing the contributing spouse to be a beneficiary of the trust in ...	Alan Gassman	May 25, 2022
1002	What To Expect From Guess’ Stock Following Results?	Guess stock (NYSE: GES), a retailer that designs, markets, distributes, and licenses apparel and accessories for men, women, and children, is scheduled to report its fiscal first-quarter results on Wednesday, May 25.	Trefis Team	May 25, 2022
1003	How Stock Options Can Help Your Shrinking Nest Egg	Here is a way to move beyond simple passive investing and also to get some income.	Larry Light	May 25, 2022
1004	Student Loan Cancellation Is An ‘Insult To The Majority Of Americans,’ Senator Says	This senator wants to stop student loan cancellation.	Zack Friedman	May 25, 2022
1005	Does ConocoPhillips Stock Face A Downside Risk?	The shares of ConocoPhillips (NYSE: COP) have touched the highs of $100 in recent months, assisted by skyrocketing benchmark oil & gas prices and rising transportation demand.	Trefis Team	May 25, 2022
1006	Sequoia China-Backed Crypto Financial Services Firm Hits $2 Billion Valuation	Babel Finance's latest funding round comes as the crypto market is struggling to recover from the spectacular collapse of TerraUSD and Luna.	Zinnia Lee	May 25, 2022
1007	The End Of Unicorns? What Growth Companies Need To Do To Secure Funding	The sharp, central bank induced drop in financial market liquidity has made the funding and operating environment very difficult for growth companies. In my latest Forbes note I explore what they need to do to convince investors that they are ready for the next funding round.	Mike O'Sullivan	May 25, 2022
1008	A16z Crypto’s Record New $4.5 Billion Fund Doubles Down On Web3 Amid Market Crash	Midas List No.1 Chris Dixon and a16z crypto’s $4.5 billion fund, a record for venture funds in the sector, comes as prices have crashed recently.	Alex Konrad	May 25, 2022
1009	Should You Buy The Dip In Cleveland-Cliffs Stock?	Given Cleveland-Cliffs’ strong leading position in Automotive steel component sales in the U.S., its financials are likely to improve from rising demand.	Trefis Team	May 25, 2022
1010	UBS Stock Outperformed The Street Expectations In Q1, What’s Next?	It posted net revenues (revenues less provision for credit losses) of $9.4 billion – up 8% y-o-y.	Trefis Team	May 25, 2022
1011	As Markets Crash And Luna Evaporates, Bitcoin Could Slide As Low As $15,000—Here’s Why It’s Not Time To Panic	Bitcoin, the benchmark for all other cryptocurrencies, has declined roughly 60% since its all-time high in November. Some analysts are saying it could go even lower—and that's not necessarily a bad thing.	Kamran Rosen	May 25, 2022
1012	Will Medtronic Stock See Higher Levels Following Its Q4 Results?	Medtronic (NYSE: MDT) is scheduled to report its fiscal fourth-quarter results on Thursday, May 26.	Trefis Team	May 25, 2022
1013	From Hero To Zero: How Terra Was Toppled In Crypto’s Darkest Hour	Sparked by the failure of Terra’s algorithmic stablecoin UST, a “death spiral” slashed the dollar-pegged asset to mere cents and saw the LUNA token hemorrhage 99 percent of its value. In crypto’s darkest hour LUNA’s demise has eclipsed Mt. Gox, BitConnect and the 2020 crash.	Lawrence Wintermeyer	May 25, 2022
1014	Update: ITRN, May 24	Ituran Location & Control (ITRN) reported Q1 revenues of $72.1 million and earnings of 43 cents per share this morning that came in $1.8 million and a nickel below their respective consensus estimates of $73.9 million and 48 cents per share. However, none of this shortfall was demand related [...]	Taesik Yoon	May 24, 2022
1015	Despite Bear Market, Fed Expected To Hike Aggressively Next Month	A bear market may not be enough for the Fed to change course on rates. Here's why.	Simon Moore	May 24, 2022
1016	Free For A Fee: Intuit's TurboTax Scandal	Tax Notes reporters Paul Jones and Nathan Richman discuss the $141 million settlement over Intuit’s TurboTax Free Edition program and the potential tax break for Intuit.	Tax Notes Staff	May 24, 2022
1017	Billionaire Investor Bill Ackman Says The Fed Isn’t Doing Its Job Fighting ‘Runaway’ Inflation	The hedge fund billionaire criticized the Federal Reserve for not being decisive in combating inflation.	Sergei Klebnikov	May 24, 2022
1018	QQQ Has Downside Risk To Its 200-Week Moving Average. Here’s A Trading Strategy.	The Invesco QQQ ETF tracks the stocks in the Nasdaq 100. Here's how to buy and sell it.	Richard Henry Suttmeier	May 24, 2022
1019	Tesla Stock Losses Top $575 Billion As 'Investor Patience Wears Thin' With Elon Musk's Twitter ‘Circus Show’	Shares of Tesla plunged to an 11-month low on Tuesday.	Jonathan Ponciano	May 24, 2022
1020	Six Formulas That Want To Beat The Market	Remarkable how many stock-market patterns lead to enhanced returns—until you put them to use.	William Baldwin	May 24, 2022
1021	Housing Market Boom ‘Is Over’ As New Home Sales Implode–Here’s What To Expect From Prices This Year	The monthly payment required to buy a home has risen by about 50% since September.	Jonathan Ponciano	May 24, 2022
1022	Do Annuities Make Sense For Anyone?	Annuity Types	Joel Johnson	May 24, 2022
1023	Snap Snags Growth Stocks While NetEase And Kuaishou Beat Expectations	Asian equities curbed the enthusiasm we saw in US equities yesterday as only Indonesia managed a positive day.	Brendan Ahern	May 24, 2022
1024	Is It A Good Time To Convert To Roth?	Many financial experts are touting this as a good time to convert it to a Roth since you can pay taxes on the lower account value, and when the market recovers, your money can grow to be tax-free. However, here are some reasons why it might actually not be a good time for a Roth conversion:	Erik Carter	May 24, 2022
1025	How Inflation And Supply Chain Disruptions Can Increase Your Business’ Tax Bill	Businesses that use LIFO (last-in-first-out) accounting for tax and GAAP purchases could get hit with an unexpected tax bill as a result of supply chain snags.	Lynn Mucenski Keck	May 24, 2022
1026	Stock Market Selloff Resumes As Snap’s 40% Plunge Drags Tech Shares Lower	Tech stocks were particularly hard-hit by Snap’s profit warning.	Sergei Klebnikov	May 24, 2022
1027	Crypto Exchanges Set Their Sights On The Sleepy Futures Industry	Borrowing a page from the way in which Silicon Valley-funded startups disrupted U.S. brokerage markets, crypto exchanges are doing the same with U.S. futures, an industry that has consolidated sharply over the years.	Javier Paz	May 24, 2022
1028	What’s Behind Nvidia Stock’s 5x Rise Since Late 2018?	Nvidia Corporation (NASDAQ: NVDA) stock price rose 5x from $33 in 2018 end to around $167 currently, primarily due to favorable changes in its sales and P/S multiple.	Trefis Team	May 24, 2022
1029	Will IRS Tax On Wildfire Settlements Be Blocked By Congress?	The federal bill is backed by Representative Josh Harder and would exempt thousands of fire victims who are receiving compensation from the PG&E Fire Victim Trust from having to pay federal income tax on their settlements.	Robert W. Wood	May 24, 2022
1030	States With The Lowest Property Taxes In 2022	Find out which states have the lowest property taxes in the U.S.	Andrew DePietro	May 24, 2022
1031	A Quality Exec Comp Plan Lowers The Risk Of Investing In O’Reilly Automotive	O'Reilly Automotive (ORLY) is the featured stock in May's Exec Comp Aligned with ROIC Model Portfolio.	David Trainer	May 24, 2022
1032	Colgate-Palmolive: Stability Amid Volatility	The near-recession-proof resilience of this company's products gives this stock strong, long-term upside.	David Trainer	May 24, 2022
1033	Billionaire Moderna CEO Stéphane Bancel Pledges Stock Options Worth $355 Million To Undisclosed Charitable Causes	Despite a steep Moderna stock crash this year, the longtime biotech executive has amassed a $4.6 billion fortune.	Jonathan Ponciano	May 24, 2022
1034	Education Department Announces Major Overhaul Of Student Loan Servicing	Here’s what it means for your student loans.	Zack Friedman	May 24, 2022
1035	Oh Snap!	Yesterday, despite being tested early, the market responded and not only held, but rallied.	JJ Kinahan	May 24, 2022
1036	Small Business Booms Post Pandemic & New Ways Of Doing Business	Nearly twenty-seven million small businesses in the United States generate about 50% of our GDP –which is why they play such a crucial role in the survival of our country’s economy.	Frank Sorrentino	May 24, 2022
